time,latitude,longitude,depth,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
,-4.951528,-81.201667,,,,,,,,,,,,,,,,,,
,-4.952917,-81.200833,,,,,,,,,,,,,,,,,,
,-4.954306,-81.2,,,,,,,,,,,,,,,,,,
,-4.955694,-81.199167,,,,,,,,,,,,,,,,,,
,-4.957083,-81.198611,,,,,,,,,,,,,,,,,,
,-4.958472,-81.197778,,,,,,,,,,,,,,,,,,
,-4.959861,-81.197222,,,,,,,,,,,,,,,,,,
,-4.96125,-81.196944,,,,,,,,,,,,,,,,,,
,-4.962639,-81.196389,,,,,,,,,,,,,,,,,,
,-4.964583,-81.196111,,,,,,,,,,,,,,,,,,
,-4.965972,-81.195833,,,,,,,,,,,,,,,,,,
,-4.967639,-81.195556,,,,,,,,,,,,,,,,,,
,-4.969306,-81.195278,,,,,,,,,,,,,,,,,,
,-4.970972,-81.195,,,,,,,,,,,,,,,,,,
,-4.965417,-81.158056,,,,,,,,,,,,,,,,,,
,-4.966528,-81.1575,,,,,,,,,,,,,,,,,,
,-4.967639,-81.157222,,,,,,,,,,,,,,,,,,
,-4.969306,-81.156944,,,,,,,,,,,,,,,,,,
,-4.970972,-81.156667,,,,,,,,,,,,,,,,,,
,-4.972639,-81.156389,,,,,,,,,,,,,,,,,,
,-4.974306,-81.156389,,,,,,,,,,,,,,,,,,
,-4.97625,-81.156111,,,,,,,,,,,,,,,,,,
,-5.010694,-81.170278,,,,,,,,,,,,,,,,,,
,-5.01125,-81.168056,,,,,,,,,,,,,,,,,,
,-5.012083,-81.165833,,,,,,,,,,,,,,,,,,
,-5.012361,-81.163611,,,,,,,,,,,,,,,,,,
,-5.012917,-81.161667,,,,,,,,,,,,,,,,,,
,-5.013194,-81.159444,,,,,,,,,,,,,,,,,,
,-5.01375,-81.1575,,,,,,,,,,,,,,,,,,
,-5.014028,-81.155833,,,,,,,,,,,,,,,,,,
,-4.94125,-81.218056,,,,,,,,,,,,,,,,,,
,-4.942917,-81.216944,,,,,,,,,,,,,,,,,,
,-4.944306,-81.215833,,,,,,,,,,,,,,,,,,
,-4.945972,-81.215,,,,,,,,,,,,,,,,,,
,-4.947639,-81.214167,,,,,,,,,,,,,,,,,,
,-4.949306,-81.213056,,,,,,,,,,,,,,,,,,
,-4.950694,-81.211944,,,,,,,,,,,,,,,,,,
,-4.952361,-81.210833,,,,,,,,,,,,,,,,,,
,-4.954306,-81.21,,,,,,,,,,,,,,,,,,
,-4.955972,-81.208889,,,,,,,,,,,,,,,,,,
,-4.957917,-81.207778,,,,,,,,,,,,,,,,,,
,-4.967083,-81.202222,,,,,,,,,,,,,,,,,,
,-4.968472,-81.201111,,,,,,,,,,,,,,,,,,
,-4.969583,-81.200278,,,,,,,,,,,,,,,,,,
,-4.970972,-81.198889,,,,,,,,,,,,,,,,,,
,-4.972083,-81.197778,,,,,,,,,,,,,,,,,,
,-4.973194,-81.196667,,,,,,,,,,,,,,,,,,
,-5.627361,-80.989722,,,,,,,,,,,,,,,,,,
,-5.628472,-80.989167,,,,,,,,,,,,,,,,,,
,-5.629306,-80.988889,,,,,,,,,,,,,,,,,,
,-5.629306,-80.988889,,,,,,,,,,,,,,,,,,
,-5.629306,-80.988611,,,,,,,,,,,,,,,,,,
,-5.629028,-80.988611,,,,,,,,,,,,,,,,,,
,-5.62875,-80.988611,,,,,,,,,,,,,,,,,,
,-5.627917,-80.988611,,,,,,,,,,,,,,,,,,
,-5.574583,-81.000278,,,,,,,,,,,,,,,,,,
,-5.575694,-80.999444,,,,,,,,,,,,,,,,,,
,-5.576528,-80.998889,,,,,,,,,,,,,,,,,,
,-5.576806,-80.998889,,,,,,,,,,,,,,,,,,
,-5.576806,-80.998889,,,,,,,,,,,,,,,,,,
,-5.576806,-80.998889,,,,,,,,,,,,,,,,,,
,-5.576528,-80.998889,,,,,,,,,,,,,,,,,,
,-5.576528,-80.998333,,,,,,,,,,,,,,,,,,
,-5.503472,-81.029167,,,,,,,,,,,,,,,,,,
,-5.504306,-81.028056,,,,,,,,,,,,,,,,,,
,-5.504861,-81.027778,,,,,,,,,,,,,,,,,,
,-5.505417,-81.027778,,,,,,,,,,,,,,,,,,
,-5.505972,-81.028333,,,,,,,,,,,,,,,,,,
,-5.50625,-81.028611,,,,,,,,,,,,,,,,,,
,-5.507083,-81.028889,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032778,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.033056,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032778,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032778,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032778,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032778,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032778,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032778,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032778,,,,,,,,,,,,,,,,,,
,-5.474583,-81.0325,,,,,,,,,,,,,,,,,,
,-5.474583,-81.0325,,,,,,,,,,,,,,,,,,
,-5.474583,-81.0325,,,,,,,,,,,,,,,,,,
,-5.474583,-81.0325,,,,,,,,,,,,,,,,,,
,-5.474583,-81.0325,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032222,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032222,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032222,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032222,,,,,,,,,,,,,,,,,,
,-5.474583,-81.0325,,,,,,,,,,,,,,,,,,
,-5.474583,-81.0325,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032222,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032222,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032222,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032222,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032222,,,,,,,,,,,,,,,,,,
,-5.474583,-81.032222,,,,,,,,,,,,,,,,,,
,-5.474861,-81.032222,,,,,,,,,,,,,,,,,,
,-5.474861,-81.032222,,,,,,,,,,,,,,,,,,
,-5.474861,-81.019444,,,,,,,,,,,,,,,,,,
,-5.47625,-81.019722,,,,,,,,,,,,,,,,,,
,-5.47875,-81.020833,,,,,,,,,,,,,,,,,,
,-5.480972,-81.021667,,,,,,,,,,,,,,,,,,
,-5.483194,-81.022778,,,,,,,,,,,,,,,,,,
,-5.485417,-81.023611,,,,,,,,,,,,,,,,,,
,-5.487083,-81.024722,,,,,,,,,,,,,,,,,,
,-5.487083,-81.024722,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024722,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024722,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024722,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024722,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024722,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024444,,,,,,,,,,,,,,,,,,
,-5.487083,-81.024722,,,,,,,,,,,,,,,,,,
,-5.487361,-81.024722,,,,,,,,,,,,,,,,,,
,-12.126528,-77.150278,,,,,,,,,,,,,,,,,,
,-12.127361,-77.150556,,,,,,,,,,,,,,,,,,
,-12.127639,-77.150556,,,,,,,,,,,,,,,,,,
,-12.127917,-77.150556,,,,,,,,,,,,,,,,,,
,-12.127917,-77.150278,,,,,,,,,,,,,,,,,,
,-12.127917,-77.149722,,,,,,,,,,,,,,,,,,
,-12.12875,-77.159722,,,,,,,,,,,,,,,,,,
,-12.125694,-77.159167,,,,,,,,,,,,,,,,,,
,-12.126528,-77.159444,,,,,,,,,,,,,,,,,,
,-12.127361,-77.159722,,,,,,,,,,,,,,,,,,
,-12.127361,-77.159722,,,,,,,,,,,,,,,,,,
,-12.127639,-77.16,,,,,,,,,,,,,,,,,,
,-12.127917,-77.16,,,,,,,,,,,,,,,,,,
,-12.127917,-77.160278,,,,,,,,,,,,,,,,,,
,-12.127917,-77.160278,,,,,,,,,,,,,,,,,,
,-12.128194,-77.160278,,,,,,,,,,,,,,,,,,
,-12.128194,-77.160278,,,,,,,,,,,,,,,,,,
,-12.128194,-77.160556,,,,,,,,,,,,,,,,,,
,-12.128472,-77.160833,,,,,,,,,,,,,,,,,,
,-12.17375,-77.088056,,,,,,,,,,,,,,,,,,
,-12.17375,-77.088611,,,,,,,,,,,,,,,,,,
,-12.17375,-77.089167,,,,,,,,,,,,,,,,,,
,-12.17375,-77.089444,,,,,,,,,,,,,,,,,,
,-12.173472,-77.089722,,,,,,,,,,,,,,,,,,
,-12.173194,-77.09,,,,,,,,,,,,,,,,,,
,-12.302917,-77.030556,,,,,,,,,,,,,,,,,,
,-12.30375,-77.030833,,,,,,,,,,,,,,,,,,
,-12.304028,-77.031111,,,,,,,,,,,,,,,,,,
,-12.304583,-77.031111,,,,,,,,,,,,,,,,,,
,-12.304583,-77.031111,,,,,,,,,,,,,,,,,,
,-12.304583,-77.031111,,,,,,,,,,,,,,,,,,
,-12.304306,-77.030833,,,,,,,,,,,,,,,,,,
,-12.304028,-77.030833,,,,,,,,,,,,,,,,,,
,-12.303472,-77.031111,,,,,,,,,,,,,,,,,,
,-12.303194,-77.031667,,,,,,,,,,,,,,,,,,
,-12.340417,-77.055,,,,,,,,,,,,,,,,,,
,-12.34125,-77.055278,,,,,,,,,,,,,,,,,,
,-12.342361,-77.055278,,,,,,,,,,,,,,,,,,
,-12.342917,-77.055278,,,,,,,,,,,,,,,,,,
,-12.34375,-77.056111,,,,,,,,,,,,,,,,,,
,-12.344583,-77.056944,,,,,,,,,,,,,,,,,,
,-12.345972,-77.058056,,,,,,,,,,,,,,,,,,
,-12.346806,-77.059444,,,,,,,,,,,,,,,,,,
,-12.163194,-77.155556,,,,,,,,,,,,,,,,,,
,-12.164028,-77.154722,,,,,,,,,,,,,,,,,,
,-12.164861,-77.153333,,,,,,,,,,,,,,,,,,
,-12.165694,-77.152222,,,,,,,,,,,,,,,,,,
,-12.165972,-77.150833,,,,,,,,,,,,,,,,,,
,-12.166528,-77.149444,,,,,,,,,,,,,,,,,,
,-12.167083,-77.148056,,,,,,,,,,,,,,,,,,
,-12.167361,-77.147222,,,,,,,,,,,,,,,,,,
,-12.167639,-77.146111,,,,,,,,,,,,,,,,,,
,-12.167917,-77.145556,,,,,,,,,,,,,,,,,,
,-12.125417,-77.159167,,,,,,,,,,,,,,,,,,
,-12.125417,-77.158611,,,,,,,,,,,,,,,,,,
,-12.125694,-77.158333,,,,,,,,,,,,,,,,,,
,-12.125417,-77.158889,,,,,,,,,,,,,,,,,,
,-12.157083,-77.164444,,,,,,,,,,,,,,,,,,
,-12.157361,-77.163611,,,,,,,,,,,,,,,,,,
,-12.157917,-77.1625,,,,,,,,,,,,,,,,,,
,-12.158472,-77.161667,,,,,,,,,,,,,,,,,,
,-12.158472,-77.160556,,,,,,,,,,,,,,,,,,
,-12.158472,-77.159722,,,,,,,,,,,,,,,,,,
,-12.15875,-77.159167,,,,,,,,,,,,,,,,,,
,-12.15875,-77.158611,,,,,,,,,,,,,,,,,,
,-12.15875,-77.158056,,,,,,,,,,,,,,,,,,
,-12.15875,-77.157778,,,,,,,,,,,,,,,,,,
,-12.159306,-77.159722,,,,,,,,,,,,,,,,,,
,-12.159861,-77.158333,,,,,,,,,,,,,,,,,,
,-12.157917,-77.155833,,,,,,,,,,,,,,,,,,
,-12.159028,-77.154722,,,,,,,,,,,,,,,,,,
,-12.160139,-77.153611,,,,,,,,,,,,,,,,,,
,-12.161528,-77.1525,,,,,,,,,,,,,,,,,,
,-12.162361,-77.150833,,,,,,,,,,,,,,,,,,
,-12.162361,-77.150556,,,,,,,,,,,,,,,,,,
,-12.14125,-77.158889,,,,,,,,,,,,,,,,,,
,-12.142083,-77.159444,,,,,,,,,,,,,,,,,,
,-12.142083,-77.1625,,,,,,,,,,,,,,,,,,
,-12.142361,-77.163333,,,,,,,,,,,,,,,,,,
,-12.143194,-77.164444,,,,,,,,,,,,,,,,,,
,-12.14375,-77.165,,,,,,,,,,,,,,,,,,
,-12.144861,-77.165833,,,,,,,,,,,,,,,,,,
,-12.145417,-77.166667,,,,,,,,,,,,,,,,,,
,-12.145694,-77.166944,,,,,,,,,,,,,,,,,,
,-12.14625,-77.167222,,,,,,,,,,,,,,,,,,
,-12.14625,-77.167222,,,,,,,,,,,,,,,,,,
,-12.146528,-77.1675,,,,,,,,,,,,,,,,,,
,-12.17625,-77.091944,,,,,,,,,,,,,,,,,,
,-12.175694,-77.092778,,,,,,,,,,,,,,,,,,
,-12.175139,-77.093611,,,,,,,,,,,,,,,,,,
,-12.174861,-77.093889,,,,,,,,,,,,,,,,,,
,-12.174861,-77.093889,,,,,,,,,,,,,,,,,,
,-12.174861,-77.093889,,,,,,,,,,,,,,,,,,
