time,latitude,longitude,depth,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
,-5.005972,-81.151389,,,,,,,,,,,,,,,,,,
,-5.006806,-81.150833,,,,,,,,,,,,,,,,,,
,-5.007361,-81.150278,,,,,,,,,,,,,,,,,,
,-5.007917,-81.149722,,,,,,,,,,,,,,,,,,
,-5.008472,-81.148889,,,,,,,,,,,,,,,,,,
,-5.009306,-81.148056,,,,,,,,,,,,,,,,,,
,-4.990972,-81.154722,,,,,,,,,,,,,,,,,,
,-4.990972,-81.154722,,,,,,,,,,,,,,,,,,
,-4.990694,-81.154722,,,,,,,,,,,,,,,,,,
,-4.990694,-81.154444,,,,,,,,,,,,,,,,,,
,-4.990694,-81.154444,,,,,,,,,,,,,,,,,,
,-4.990694,-81.154444,,,,,,,,,,,,,,,,,,
,-4.990972,-81.154444,,,,,,,,,,,,,,,,,,
,-4.99125,-81.154444,,,,,,,,,,,,,,,,,,
,-5.004028,-81.14,,,,,,,,,,,,,,,,,,
,-5.004306,-81.138611,,,,,,,,,,,,,,,,,,
,-5.004861,-81.137222,,,,,,,,,,,,,,,,,,
,-5.005139,-81.136111,,,,,,,,,,,,,,,,,,
,-5.004861,-81.136111,,,,,,,,,,,,,,,,,,
,-5.005139,-81.136111,,,,,,,,,,,,,,,,,,
,-5.005694,-81.135556,,,,,,,,,,,,,,,,,,
,-5.009861,-81.134167,,,,,,,,,,,,,,,,,,
,-5.012361,-81.157222,,,,,,,,,,,,,,,,,,
,-5.012917,-81.156389,,,,,,,,,,,,,,,,,,
,-5.01375,-81.155833,,,,,,,,,,,,,,,,,,
,-5.014306,-81.155,,,,,,,,,,,,,,,,,,
,-5.014583,-81.154167,,,,,,,,,,,,,,,,,,
,-5.015139,-81.153611,,,,,,,,,,,,,,,,,,
,-5.015694,-81.153056,,,,,,,,,,,,,,,,,,
,-5.015972,-81.152778,,,,,,,,,,,,,,,,,,
,-5.016528,-81.1525,,,,,,,,,,,,,,,,,,
,-5.695972,-81.017222,,,,,,,,,,,,,,,,,,
,-5.696806,-81.015833,,,,,,,,,,,,,,,,,,
,-5.696806,-81.014722,,,,,,,,,,,,,,,,,,
,-5.696528,-81.014722,,,,,,,,,,,,,,,,,,
,-5.696528,-81.013889,,,,,,,,,,,,,,,,,,
,-5.696806,-81.013611,,,,,,,,,,,,,,,,,,
,-8.917083,-78.761389,,,,,,,,,,,,,,,,,,
,-8.91875,-78.760556,,,,,,,,,,,,,,,,,,
,-8.920694,-78.76,,,,,,,,,,,,,,,,,,
,-8.923194,-78.760833,,,,,,,,,,,,,,,,,,
,-8.925139,-78.760556,,,,,,,,,,,,,,,,,,
,-8.927083,-78.760278,,,,,,,,,,,,,,,,,,
,-8.929028,-78.759722,,,,,,,,,,,,,,,,,,
,-8.930694,-78.759167,,,,,,,,,,,,,,,,,,
,-8.931806,-78.758889,,,,,,,,,,,,,,,,,,
,-8.932917,-78.758611,,,,,,,,,,,,,,,,,,
,-8.934306,-78.758611,,,,,,,,,,,,,,,,,,
,-9.018194,-78.731111,,,,,,,,,,,,,,,,,,
,-9.019861,-78.730278,,,,,,,,,,,,,,,,,,
,-9.021528,-78.729167,,,,,,,,,,,,,,,,,,
,-9.022917,-78.728333,,,,,,,,,,,,,,,,,,
,-9.024028,-78.727778,,,,,,,,,,,,,,,,,,
,-9.024861,-78.726944,,,,,,,,,,,,,,,,,,
,-9.025694,-78.726667,,,,,,,,,,,,,,,,,,
,-9.095417,-78.684167,,,,,,,,,,,,,,,,,,
,-9.091806,-78.679444,,,,,,,,,,,,,,,,,,
,-9.09375,-78.678333,,,,,,,,,,,,,,,,,,
,-9.095694,-78.677222,,,,,,,,,,,,,,,,,,
,-9.097361,-78.676389,,,,,,,,,,,,,,,,,,
,-9.09875,-78.675556,,,,,,,,,,,,,,,,,,
,-9.099306,-78.675278,,,,,,,,,,,,,,,,,,
,-9.100139,-78.675278,,,,,,,,,,,,,,,,,,
,-9.178472,-78.656111,,,,,,,,,,,,,,,,,,
,-9.179583,-78.655278,,,,,,,,,,,,,,,,,,
,-9.180694,-78.654722,,,,,,,,,,,,,,,,,,
,-9.181528,-78.654167,,,,,,,,,,,,,,,,,,
,-9.182083,-78.654444,,,,,,,,,,,,,,,,,,
,-9.182639,-78.654444,,,,,,,,,,,,,,,,,,
,-9.182639,-78.655,,,,,,,,,,,,,,,,,,
,-9.169583,-78.803056,,,,,,,,,,,,,,,,,,
,-9.169861,-78.8025,,,,,,,,,,,,,,,,,,
,-9.170139,-78.802222,,,,,,,,,,,,,,,,,,
,-9.170694,-78.801944,,,,,,,,,,,,,,,,,,
,-9.170694,-78.801667,,,,,,,,,,,,,,,,,,
,-9.170139,-78.801389,,,,,,,,,,,,,,,,,,
,-9.169583,-78.801389,,,,,,,,,,,,,,,,,,
,-9.169583,-78.801389,,,,,,,,,,,,,,,,,,
,-9.169306,-78.801111,,,,,,,,,,,,,,,,,,
,-9.130972,-78.778333,,,,,,,,,,,,,,,,,,
,-9.13125,-78.778056,,,,,,,,,,,,,,,,,,
,-9.131528,-78.7775,,,,,,,,,,,,,,,,,,
,-9.131806,-78.777222,,,,,,,,,,,,,,,,,,
,-9.132083,-78.776667,,,,,,,,,,,,,,,,,,
,-9.132083,-78.776944,,,,,,,,,,,,,,,,,,
,-9.131528,-78.777222,,,,,,,,,,,,,,,,,,
,-9.130972,-78.7775,,,,,,,,,,,,,,,,,,
,-9.100694,-78.764722,,,,,,,,,,,,,,,,,,
,-9.101528,-78.764167,,,,,,,,,,,,,,,,,,
,-9.102361,-78.763333,,,,,,,,,,,,,,,,,,
,-9.102361,-78.762778,,,,,,,,,,,,,,,,,,
,-9.102361,-78.762222,,,,,,,,,,,,,,,,,,
,-9.102361,-78.761667,,,,,,,,,,,,,,,,,,
,-9.12125,-78.749167,,,,,,,,,,,,,,,,,,
,-9.122083,-78.748333,,,,,,,,,,,,,,,,,,
,-9.122917,-78.7475,,,,,,,,,,,,,,,,,,
,-9.123194,-78.746944,,,,,,,,,,,,,,,,,,
,-9.123194,-78.746389,,,,,,,,,,,,,,,,,,
,-9.123194,-78.746111,,,,,,,,,,,,,,,,,,
,-9.074028,-78.748333,,,,,,,,,,,,,,,,,,
,-9.07625,-78.746944,,,,,,,,,,,,,,,,,,
,-9.078472,-78.745556,,,,,,,,,,,,,,,,,,
,-9.080694,-78.744167,,,,,,,,,,,,,,,,,,
,-9.082083,-78.743333,,,,,,,,,,,,,,,,,,
,-9.083194,-78.7425,,,,,,,,,,,,,,,,,,
,-9.08375,-78.741944,,,,,,,,,,,,,,,,,,
,-9.084028,-78.741667,,,,,,,,,,,,,,,,,,
,-9.115694,-78.733056,,,,,,,,,,,,,,,,,,
,-9.117917,-78.731667,,,,,,,,,,,,,,,,,,
,-9.120139,-78.730278,,,,,,,,,,,,,,,,,,
,-9.122361,-78.728889,,,,,,,,,,,,,,,,,,
,-9.124583,-78.727778,,,,,,,,,,,,,,,,,,
,-9.126528,-78.726667,,,,,,,,,,,,,,,,,,
,-9.128194,-78.725556,,,,,,,,,,,,,,,,,,
,-9.129306,-78.725,,,,,,,,,,,,,,,,,,
,-9.130972,-78.723889,,,,,,,,,,,,,,,,,,
,-9.132361,-78.723333,,,,,,,,,,,,,,,,,,
,-9.133194,-78.7225,,,,,,,,,,,,,,,,,,
,-9.134028,-78.722222,,,,,,,,,,,,,,,,,,
,-9.015139,-78.745278,,,,,,,,,,,,,,,,,,
,-9.017083,-78.743889,,,,,,,,,,,,,,,,,,
,-9.019583,-78.7425,,,,,,,,,,,,,,,,,,
,-9.021806,-78.741111,,,,,,,,,,,,,,,,,,
,-9.024028,-78.739722,,,,,,,,,,,,,,,,,,
,-9.025694,-78.738889,,,,,,,,,,,,,,,,,,
,-9.027083,-78.738056,,,,,,,,,,,,,,,,,,
,-9.028472,-78.737222,,,,,,,,,,,,,,,,,,
,-9.029583,-78.736667,,,,,,,,,,,,,,,,,,
,-9.147083,-78.686111,,,,,,,,,,,,,,,,,,
,-9.149583,-78.685,,,,,,,,,,,,,,,,,,
,-9.152083,-78.683889,,,,,,,,,,,,,,,,,,
,-9.15375,-78.683056,,,,,,,,,,,,,,,,,,
